7.0901e-20,7.3892e-20,6.0978e-20,3.7926e-20,2.5508e-20,2.8346e-20,2.0514e-20,2.3104e-20,7.8289e-20,1.1114e-19,9.8539e-20,2.7673e-20,9.9692e-20,2.1886e-19,2.534e-19,1.714e-19,1.8826e-20,2.6341e-19,4.9808e-19,5.7222e-19,4.458e-19,2.5107e-19,1.2138e-19,8.8526e-20,1.4706e-19,2.4366e-19,2.4767e-19,1.4165e-19,8.24e-20,8.6454e-20,1.2031e-19,3.0196e-19,5.5084e-19,6.4153e-19,5.6232e-19,5.8421e-19,8.6518e-19,1.2228e-18,1.4247e-18,1.58e-18,1.9689e-18,2.5554e-18,2.9189e-18,2.6128e-18,1.5777e-18,2.9656e-19,1.0423e-18,1.6816e-18,1.8889e-18,2.0073e-18,2.2002e-18,2.3365e-18,2.3934e-18,2.5495e-18,2.7173e-18,2.4267e-18,1.5075e-18,4.7517e-19,1.0108e-18,1.8789e-18,2.142e-18,1.6391e-18,5.7189e-19,8.7613e-19,2.1515e-18,2.8417e-18,2.9019e-18,2.7083e-18,2.4475e-18,1.9564e-18,1.1102e-18,2.3947e-19,2.867e-19,1.3282e-19,2.715e-19,6.5288e-19,1.032e-18,1.3318e-18,1.3364e-18,1.0841e-18,9.2067e-19,1.0609e-18,1.2388e-18,1.0189e-18,3.5424e-19,4.2601e-19,1.0325e-18,1.4236e-18,1.6325e-18,1.5116e-18,1.0299e-18,5.1809e-19,2.5473e-19,1.7868e-19,1.3714e-19,1.0525e-19,9.6211e-20,9.0895e-20,5.0727e-20,3.4239e-20,8.1179e-20,1.0012e-19,1.516e-19,2.1244e-19,1.8476e-19,4.9323e-20,4.8692e-20,6.3963e-20,3.3373e-19,5.3064e-19,4.8422e-19,2.6274e-19,4.7321e-20,8.4798e-20,1.5388e-19,2.0031e-19,2.1656e-19,1.5988e-19,3.3217e-20,9.5025e-20,1.509e-19,1.309e-19,7.227e-20,1.0928e-20,2.9345e-20,3.4193e-20,1.2021e-20,2.0413e-20
1.8478e-19,2.2613e-19,2.2323e-19,1.6414e-19,9.3731e-20,2.2092e-20,1.122e-19,2.8333e-19,4.0556e-19,4.5202e-19,4.8142e-19,4.4416e-19,1.4917e-19,4.0332e-19,8.185e-19,8.3287e-19,4.2914e-19,3.6459e-19,1.4011e-18,2.1829e-18,2.2456e-18,1.6962e-18,9.5781e-19,3.1633e-19,3.0826e-19,2.7861e-19,5.6735e-19,1.2915e-18,1.5342e-18,1.0058e-18,5.3457e-19,1.3396e-18,2.4865e-18,3.6637e-18,4.4941e-18,5.21e-18,6.1792e-18,6.9036e-18,6.6626e-18,5.7425e-18,5.0892e-18,4.9545e-18,4.7962e-18,4.1941e-18,3.0182e-18,1.3189e-18,3.1076e-18,5.7786e-18,7.0628e-18,7.5738e-18,7.8483e-18,7.2953e-18,6.4346e-18,7.0088e-18,8.8296e-18,8.8178e-18,5.462e-18,2.2221e-18,3.6514e-18,5.3428e-18,5.865e-18,5.5032e-18,4.1622e-18,1.7644e-18,3.7886e-18,6.2362e-18,6.6711e-18,6.5795e-18,6.9541e-18,6.4981e-18,3.5548e-18,2.079e-18,4.4917e-18,3.6095e-18,1.0804e-18,2.7039e-18,5.7312e-18,9.1378e-18,1.1631e-17,1.1328e-17,8.6209e-18,6.1247e-18,5.2579e-18,4.6124e-18,2.6445e-18,5.9654e-19,2.0234e-18,2.7847e-18,3.086e-18,3.0837e-18,2.2353e-18,7.4978e-19,4.7579e-19,9.5643e-19,5.5762e-19,6.5744e-19,1.7407e-18,1.8021e-18,1.0413e-18,2.8617e-19,9.7814e-20,2.716e-19,4.8615e-19,6.2156e-19,4.4519e-19,9.5668e-20,5.4275e-19,2.8054e-19,7.2485e-19,1.6686e-18,1.808e-18,1.1658e-18,3.8108e-19,1.392e-19,4.0298e-19,5.7357e-19,7.18e-19,6.8957e-19,3.7925e-19,9.0092e-20,4.0509e-19,4.9661e-19,3.5435e-19,1.1457e-19,3.8638e-20,4.3086e-20,3.0568e-20,9.7413e-20
2.156e-20,1.181e-19,5.2942e-19,9.6098e-19,1.076e-18,6.4501e-19,2.1154e-19,9.8383e-19,1.4521e-18,1.7312e-18,2.032e-18,1.9175e-18,5.8609e-19,2.373e-18,4.3108e-18,3.9756e-18,1.4915e-18,2.1734e-18,5.238e-18,6.4986e-18,5.9299e-18,5.1081e-18,4.6892e-18,2.907e-18,2.984e-18,7.7948e-18,9.4801e-18,6.045e-18,2.0897e-18,4.8683e-18,5.0938e-18,3.2831e-18,8.5988e-18,1.7687e-17,2.3683e-17,2.455e-17,2.0317e-17,1.2627e-17,6.24e-18,5.1482e-18,7.3891e-18,1.1818e-17,1.435e-17,1.3751e-17,1.0938e-17,5.8922e-18,1.2499e-17,2.8128e-17,4.2294e-17,5.2717e-17,5.6521e-17,4.664e-17,2.6164e-17,1.1356e-17,8.3948e-18,7.928e-18,8.1869e-18,1.5056e-17,1.993e-17,1.9203e-17,1.5551e-17,1.4347e-17,1.4496e-17,7.874e-18,1.0962e-17,2.5047e-17,3.0656e-17,3.4149e-17,4.2433e-17,4.7605e-17,3.8468e-17,1.7884e-17,4.6529e-18,1.1766e-17,1.3863e-17,1.1886e-17,4.1268e-18,1.1218e-17,2.6948e-17,3.6976e-17,3.8439e-17,3.5563e-17,3.3648e-17,2.9929e-17,1.9663e-17,5.9575e-18,5.8795e-18,1.2984e-17,1.6868e-17,1.7704e-17,1.4609e-17,8.4971e-18,1.8046e-18,3.3183e-18,3.1639e-18,2.7728e-18,8.5962e-18,9.9806e-18,7.9138e-18,5.7453e-18,4.174e-18,1.5391e-18,1.7976e-18,3.2431e-18,1.6156e-18,1.3915e-18,2.7848e-18,1.4864e-18,1.6218e-18,4.5408e-18,5.5606e-18,4.5334e-18,2.6683e-18,1.0076e-18,1.0958e-19,3.0215e-19,5.8599e-19,7.2338e-19,2.453e-19,1.0673e-18,2.2219e-18,2.6132e-18,2.1271e-18,1.2945e-18,7.0611e-19,4.3613e-19,2.6554e-19,1.8204e-19
1.0468e-18,1.4434e-18,2.9407e-18,4.6122e-18,5.1259e-18,3.405e-18,6.6115e-19,4.871e-18,8.9618e-18,1.252e-17,1.4284e-17,1.0491e-17,3.2426e-18,1.8316e-17,2.7722e-17,2.3269e-17,8.3513e-18,7.6281e-18,1.6549e-17,1.7726e-17,1.5647e-17,1.6534e-17,1.8095e-17,1.0338e-17,1.6252e-17,3.7484e-17,4.8638e-17,4.1738e-17,2.0943e-17,1.1158e-17,1.4927e-17,1.6636e-17,3.9358e-17,6.6077e-17,7.8642e-17,7.4268e-17,5.2711e-17,2.5423e-17,2.2971e-17,2.461e-17,3.2866e-17,5.1545e-17,5.9723e-17,4.7372e-17,2.6515e-17,6.2851e-17,1.1905e-16,1.5729e-16,1.7181e-16,1.8029e-16,1.8697e-16,1.6148e-16,9.704e-17,4.1133e-17,3.507e-17,4.29e-17,4.2623e-17,3.736e-17,4.0604e-17,5.6584e-17,6.6767e-17,5.3011e-17,2.2585e-17,5.4504e-17,1.2441e-16,1.7368e-16,1.864e-16,1.8651e-16,1.9317e-16,1.9027e-16,1.6001e-16,1.0986e-16,5.6016e-17,1.1228e-17,3.035e-17,3.2914e-17,8.3259e-18,5.2759e-17,9.215e-17,1.1783e-16,1.3085e-16,1.3333e-16,1.2545e-16,9.5049e-17,3.821e-17,2.9783e-17,9.0375e-17,1.2766e-16,1.3183e-16,1.129e-16,8.9333e-17,6.6141e-17,3.8394e-17,8.9689e-18,6.3959e-18,2.2707e-18,1.5569e-17,2.5356e-17,2.7652e-17,2.5416e-17,1.99e-17,6.2672e-18,1.4375e-17,2.7792e-17,2.4126e-17,1.1043e-17,3.1593e-18,5.7133e-18,1.3147e-17,1.5935e-17,1.1171e-17,4.8255e-18,2.1034e-18,1.8487e-18,1.308e-18,4.0469e-19,1.9323e-18,8.8759e-19,3.4269e-18,8.3151e-18,1.0503e-17,8.9563e-18,5.6521e-18,3.4065e-18,3.085e-18,3.4154e-18,3.1252e-18,2.4045e-18
5.0162e-18,8.3557e-18,1.1678e-17,1.1639e-17,8.2567e-18,3.5889e-18,1.8944e-18,7.5086e-18,1.8892e-17,3.6508e-17,4.9366e-17,3.6217e-17,1.6319e-17,7.6111e-17,1.0598e-16,8.1888e-17,2.5301e-17,2.8547e-17,5.7114e-17,5.6302e-17,3.3994e-17,1.8288e-17,1.9798e-17,3.5093e-17,7.9264e-17,1.3485e-16,1.7429e-16,1.6932e-16,1.1354e-16,5.3619e-17,4.3824e-17,5.2644e-17,1.0228e-16,1.8962e-16,2.4253e-16,2.3582e-16,1.7503e-16,8.444e-17,9.8105e-17,1.2406e-16,9.3638e-17,1.4396e-16,2.1791e-16,2.1036e-16,1.0245e-16,2.2539e-16,4.922e-16,6.4386e-16,6.2905e-16,5.3273e-16,4.3442e-16,3.2573e-16,2.1261e-16,1.4466e-16,1.1574e-16,9.8265e-17,9.6194e-17,8.9543e-17,9.3946e-17,1.4527e-16,2.0694e-16,1.7975e-16,6.1965e-17,2.6731e-16,5.5195e-16,6.8669e-16,6.2628e-16,4.8307e-16,3.4092e-16,1.9315e-16,6.1015e-17,6.2581e-17,8.1466e-17,4.3439e-17,4.9911e-17,1.9341e-16,3.3648e-16,4.0312e-16,3.9836e-16,3.9858e-16,4.2996e-16,4.7449e-16,4.7727e-16,3.5593e-16,1.1658e-16,1.463e-16,3.6142e-16,4.6821e-16,4.3004e-16,3.046e-16,2.0335e-16,1.7042e-16,1.6793e-16,1.4864e-16,1.2116e-16,1.1619e-16,1.2934e-16,1.4026e-16,1.2791e-16,8.7354e-17,3.4877e-17,3.1119e-17,1.0256e-16,1.4477e-16,1.2679e-16,7.267e-17,3.9735e-17,5.298e-17,8.2098e-17,8.2386e-17,4.7714e-17,1.2947e-17,3.7643e-18,9.8562e-18,1.2445e-17,3.4145e-18,1.0522e-17,1.1242e-17,5.7341e-18,2.4519e-17,3.1535e-17,2.298e-17,9.2269e-18,1.7064e-18,2.3266e-18,6.5673e-18,1.0542e-17,1.2327e-17
2.6623e-17,3.1687e-17,3.1969e-17,2.0467e-17,9.2359e-18,2.1069e-17,2.4947e-17,2.7568e-17,4.9701e-17,9.4707e-17,1.2402e-16,7.2101e-17,8.5479e-17,2.6364e-16,3.3695e-16,2.5659e-16,8.8982e-17,7.6416e-17,1.898e-16,2.1292e-16,1.2585e-16,4.668e-17,1.2634e-16,1.8436e-16,2.4245e-16,2.9115e-16,3.3732e-16,3.7823e-16,3.5354e-16,2.5051e-16,1.556e-16,1.5651e-16,2.9012e-16,5.0926e-16,5.8817e-16,4.7921e-16,2.5908e-16,2.8283e-16,6.8543e-16,7.537e-16,3.4723e-16,5.9441e-16,1.1102e-15,1.25e-15,8.6373e-16,2.8202e-16,1.2628e-15,2.0205e-15,2.1352e-15,1.7852e-15,1.3104e-15,9.3619e-16,7.9934e-16,8.7276e-16,8.6418e-16,6.1132e-16,4.0022e-16,3.4587e-16,3.0056e-16,7.7428e-16,1.3836e-15,1.3469e-15,3.7631e-16,1.2487e-15,2.5835e-15,2.9849e-15,2.5277e-15,1.9054e-15,1.5044e-15,1.0589e-15,3.9662e-16,3.3868e-16,5.3971e-16,3.1647e-16,2.3451e-16,8.4289e-16,1.2302e-15,1.2058e-15,1.0052e-15,9.3047e-16,1.0179e-15,1.2468e-15,1.4305e-15,1.1806e-15,4.3066e-16,5.3657e-16,1.3457e-15,1.7738e-15,1.6603e-15,1.1408e-15,6.0701e-16,3.2914e-16,2.49e-16,2.2192e-16,3.2174e-16,6.0979e-16,8.4042e-16,7.7554e-16,4.5544e-16,1.0441e-16,1.3312e-16,2.6517e-16,3.7368e-16,4.3984e-16,4.0327e-16,2.6826e-16,1.5264e-16,1.5756e-16,2.3727e-16,2.6798e-16,1.9836e-16,9.9459e-17,6.0581e-17,7.2359e-17,6.9383e-17,2.4265e-17,4.0768e-17,5.2382e-17,1.1012e-17,6.2652e-17,9.0489e-17,7.0592e-17,3.2306e-17,5.0734e-18,1.0899e-17,1.2294e-17,3.738e-18,1.2837e-17
1.5005e-16,1.4385e-16,1.3064e-16,9.3726e-17,3.4995e-17,5.5881e-17,9.1924e-17,1.0001e-16,1.1342e-16,1.5924e-16,1.7942e-16,3.8421e-17,4.6418e-16,9.7327e-16,1.1294e-15,8.1201e-16,2.82e-16,1.2987e-16,2.7973e-16,3.0527e-16,2.8659e-16,2.2227e-16,2.0702e-16,5.0627e-16,8.7021e-16,9.3394e-16,6.4463e-16,3.7239e-16,3.9211e-16,4.8562e-16,6.4631e-16,7.7666e-16,9.7995e-16,1.2568e-15,1.4282e-15,1.444e-15,1.1404e-15,8.1647e-16,1.1103e-15,1.1256e-15,2.7554e-15,4.4449e-15,4.9835e-15,4.7023e-15,3.5814e-15,1.2874e-15,2.8071e-15,5.0687e-15,5.8122e-15,5.8104e-15,5.4397e-15,4.582e-15,4.0737e-15,4.5878e-15,5.0504e-15,4.1482e-15,2.5232e-15,1.4508e-15,1.2093e-15,2.9626e-15,5.2795e-15,5.5411e-15,2.3112e-15,3.2215e-15,7.8512e-15,9.8398e-15,9.6897e-15,9.1319e-15,8.856e-15,7.7433e-15,4.9255e-15,1.6264e-15,5.7421e-16,1.0302e-15,2.284e-16,1.8098e-15,3.5962e-15,3.8533e-15,2.8348e-15,1.2927e-15,3.4074e-16,8.2387e-16,2.9372e-16,1.0674e-15,5.8465e-16,9.7031e-16,2.8235e-15,4.3229e-15,4.6905e-15,3.5276e-15,1.5448e-15,2.5809e-16,9.8836e-16,9.2155e-16,2.7389e-16,1.9812e-15,3.0354e-15,2.581e-15,1.1246e-15,1.6128e-16,5.6932e-16,4.6214e-16,4.013e-16,4.6035e-16,4.2699e-16,2.9547e-16,3.1682e-16,5.534e-16,7.5461e-16,7.0515e-16,4.279e-16,1.492e-16,6.8092e-17,6.3506e-17,7.5222e-17,1.9533e-16,3.423e-16,3.323e-16,1.2848e-16,1.3376e-16,2.8564e-16,2.914e-16,2.2059e-16,1.5771e-16,1.2456e-16,1.0182e-16,8.6067e-17,9.747e-17
5.0521e-16,5.2845e-16,5.5847e-16,4.936e-16,2.4862e-16,1.1726e-16,4.0345e-16,4.4627e-16,3.0751e-16,1.7738e-16,1.7048e-16,9.4437e-16,2.5547e-15,4.0446e-15,4.187e-15,2.8211e-15,8.5758e-16,1.1174e-15,2.4654e-15,3.1434e-15,3.2281e-15,3.0412e-15,2.4123e-15,1.2639e-15,1.6082e-15,2.1814e-15,1.7447e-15,1.4248e-15,1.8037e-15,1.8611e-15,1.9528e-15,2.657e-15,3.7854e-15,3.5974e-15,2.8211e-15,5.0063e-15,7.0937e-15,7.3761e-15,8.0167e-15,1.1212e-14,1.5542e-14,1.7634e-14,1.6781e-14,1.483e-14,1.2093e-14,6.4668e-15,6.0411e-15,1.442e-14,1.9985e-14,2.1867e-14,2.0589e-14,1.7976e-14,1.7896e-14,2.1538e-14,2.5121e-14,2.4287e-14,1.8793e-14,1.1539e-14,5.138e-15,8.6875e-15,1.5365e-14,1.7293e-14,1.2406e-14,3.5558e-15,1.085e-14,1.9243e-14,2.3685e-14,2.3901e-14,1.9903e-14,1.4007e-14,8.5226e-15,4.395e-15,2.0481e-15,1.6136e-15,1.4978e-15,6.3458e-15,1.2186e-14,1.4127e-14,1.2459e-14,9.0665e-15,4.9994e-15,2.9888e-15,4.1687e-15,5.2747e-15,4.0186e-15,1.516e-15,1.8555e-15,5.3795e-15,7.284e-15,5.7897e-15,1.8503e-15,1.9193e-15,3.2487e-15,1.3458e-15,3.1369e-15,7.285e-15,8.8009e-15,7.6773e-15,5.4358e-15,3.2221e-15,1.3875e-15,2.8931e-16,1.1253e-15,7.3062e-16,5.8373e-16,9.6411e-16,6.162e-16,2.8782e-15,3.9879e-15,3.483e-15,2.1858e-15,1.0143e-15,3.7059e-16,1.9996e-16,1.587e-16,1.8499e-16,7.0475e-16,8.443e-16,3.4277e-16,3.7672e-16,7.8148e-16,7.7096e-16,5.5764e-16,3.6978e-16,2.5212e-16,1.6612e-16,1.3908e-16,2.1198e-16
1.1209e-15,9.7531e-16,1.2442e-15,1.7305e-15,2.0108e-15,1.7817e-15,1.2246e-15,7.8414e-16,2.6164e-16,1.1034e-15,2.4361e-15,1.4244e-15,3.3306e-15,9.1321e-15,1.2162e-14,1.0623e-14,5.0989e-15,3.4754e-15,1.2845e-14,1.8502e-14,1.8007e-14,1.3785e-14,8.3253e-15,2.8977e-15,4.8592e-15,6.7432e-15,6.1831e-15,4.5009e-15,3.6805e-15,4.3576e-15,7.1469e-15,1.1159e-14,1.1813e-14,9.5068e-15,7.6255e-15,9.0993e-15,1.5653e-14,2.3365e-14,2.5243e-14,2.3414e-14,2.6845e-14,3.939e-14,5.5055e-14,6.2312e-14,5.2616e-14,2.3662e-14,2.4446e-14,6.391e-14,8.7134e-14,9.0526e-14,8.2404e-14,7.5716e-14,7.6159e-14,7.6402e-14,6.6901e-14,4.7181e-14,2.4486e-14,1.6025e-14,3.6494e-14,6.2886e-14,8.252e-14,8.6548e-14,6.8756e-14,3.0792e-14,1.8522e-14,5.6258e-14,8.2035e-14,9.3018e-14,8.8958e-14,7.3908e-14,5.4154e-14,3.4791e-14,1.7331e-14,6.8941e-15,1.7388e-14,1.6884e-14,4.0971e-15,2.4738e-14,4.8306e-14,6.2712e-14,6.6708e-14,6.5587e-14,6.0005e-14,4.6442e-14,2.866e-14,1.1252e-14,9.1714e-15,3.0882e-14,4.5542e-14,4.5892e-14,3.4858e-14,2.0094e-14,8.4065e-15,4.8937e-15,9.483e-15,1.4466e-14,1.4465e-14,1.3129e-14,1.4173e-14,1.4397e-14,8.553e-15,2.8528e-15,1.1345e-14,1.0767e-14,2.6397e-15,5.3422e-15,4.2474e-15,3.9682e-15,1.2194e-14,1.5375e-14,1.3135e-14,8.3398e-15,4.6334e-15,3.7763e-15,4.2216e-15,2.8695e-15,6.5479e-16,2.3301e-15,1.0101e-15,1.2245e-15,2.0652e-15,1.4462e-15,3.6993e-16,7.3258e-16,1.3528e-15,1.443e-15,9.6811e-16,2.1226e-16
4.1951e-15,4.9183e-15,4.9142e-15,5.1004e-15,6.5969e-15,8.9357e-15,9.9387e-15,7.8377e-15,2.103e-15,6.8593e-15,1.5159e-14,1.4369e-14,3.7449e-15,2.4279e-14,3.9295e-14,3.6416e-14,1.3861e-14,2.4237e-14,6.2745e-14,7.9019e-14,6.5516e-14,3.9865e-14,2.166e-14,1.1854e-14,6.6945e-15,7.6649e-15,9.7824e-15,1.1143e-14,1.1619e-14,2.0963e-14,4.8991e-14,8.1301e-14,9.619e-14,8.2286e-14,5.1042e-14,3.8393e-14,5.6014e-14,7.7163e-14,7.7152e-14,7.2905e-14,1.0095e-13,1.6793e-13,2.3517e-13,2.3743e-13,1.3188e-13,6.3611e-14,2.5784e-13,3.7644e-13,3.9154e-13,3.4777e-13,3.082e-13,2.9117e-13,2.7637e-13,2.4633e-13,1.8576e-13,8.7304e-14,4.0206e-14,1.1338e-13,1.7504e-13,2.4763e-13,3.2069e-13,3.5003e-13,2.8949e-13,1.3727e-13,3.7081e-14,1.556e-13,2.2442e-13,2.8083e-13,3.0878e-13,2.7212e-13,1.8403e-13,8.8699e-14,1.4803e-14,4.4225e-14,6.8086e-14,5.7918e-14,1.7725e-14,4.8784e-14,1.343e-13,2.1247e-13,2.5783e-13,2.6808e-13,2.5236e-13,2.1346e-13,1.475e-13,4.9732e-14,7.0862e-14,1.7254e-13,2.2352e-13,2.186e-13,1.7938e-13,1.2727e-13,7.2198e-14,3.1925e-14,2.5772e-14,4.03e-14,4.8263e-14,4.5262e-14,3.7459e-14,2.414e-14,2.5071e-15,3.2994e-14,5.4382e-14,4.6352e-14,1.1954e-14,3.0798e-14,4.7073e-14,2.9969e-14,5.807e-15,3.1586e-14,3.9078e-14,2.9954e-14,1.8468e-14,1.4393e-14,1.5359e-14,1.2816e-14,5.0266e-15,1.3448e-15,7.3638e-15,1.6475e-14,2.0731e-14,1.8933e-14,1.3376e-14,6.6669e-15,1.6639e-15,7.8246e-17,7.0916e-16,1.9777e-15
